review_id	review	created_at	sentiment_score	sentiment_label	relevansi	category	sub_category	reason	is_positive
ChZDSUhNMG9nS0VJQ0FnSUN2cnRTckpnEAE	"""thx ko Piter , pelayanan bagus dari vinfast pik "" recommended"	2026-08-19 15:29:09	5	Sangat Positif	True	Pelayanan & Sales	Keramahan & Respon Staf	Ulasan mengucapkan terima kasih atas pelayanan yang bagus dari staf VinFast PIK.	Positive
ChZDSUhNMG9nS0VJQ0FnSUR2OU9HYU13EAE	"Showroomnya bersih, pelayanan ramah, awalnya hanya ingin lihat"" akhirnya jd tertarik..."	2026-08-19 15:29:09	5	Sangat Positif	True	Pelayanan & Sales	Keramahan & Respon Staf	Ulasan mengapresiasi kebersihan showroom dan keramahan staf yang menarik minat pembeli.	Positive
ChdDSUhNMG9nS0VJQ0FnSUN2LXZfQTVnRRAB	"yeay sampai juga mobilnya
mobil listrik idaman buat kuliah nich
enak banget mobilnya …"	2026-08-19 15:29:09	5	Sangat Positif	True	Kualitas Produk & Performa	Desain & Fitur Mobil	Ulasan menunjukkan kepuasan tinggi terhadap kedatangan mobil listrik idaman yang nyaman digunakan.	Positive
ChZDSUhNMG9nS0VJQ0FnSUR2el83TEdBEAE	"asli enak banget nih mobil listrik Vinfast VF5
yang mau test drive bisa ke Vinfast Pantai Indah Kapuk PIK jakarta utara"	2026-08-19 15:29:09	5	Sangat Positif	True	Pelayanan & Sales	Layanan Test Drive	Ulasan memuji kenyamanan VinFast VF5 dan merekomendasikan test drive di VinFast PIK.	Positive
ChZDSUhNMG9nS0VJQ0FnSUN2dnNUdVpREAE	Tempat nya bagus,pelayanan sales marketing dan branch manager nya sangat humble,dan menguasai tentang produk👍👍👍 …	2026-08-19 15:29:09	5	Sangat Positif	True	Pelayanan & Sales	Pengetahuan Produk (Sales)	Ulasan memuji kebagusan tempat serta sikap rendah hati dan penguasaan produk dari tim sales dan branch manager.	Positive
ChZDSUhNMG9nS0VJQ0FnSUN2aVlTcURnEAE	Welcome my newbaby , siap anter anak sekolah dan beraktivitas kembali , thank you vinfast pik atas pelayanan yg ramah dan terbaik	2026-08-19 15:29:09	5	Sangat Positif	True	Pelayanan & Sales	Keramahan & Respon Staf	Ulasan berterima kasih atas penyerahan unit mobil baru dan pelayanan yang sangat ramah.	Positive
ChdDSUhNMG9nS0VJQ0FnSUR2eXZLLS13RRAB	"Terima kasih pelayanan terbaik untuk pembelian mobil listrik vintast vf5
sukses terus vinfast pantai indah kapuk PIK"	2026-08-19 15:29:09	5	Sangat Positif	True	Pelayanan & Sales	Proses Pembelian & Dokumen	Ulasan mengungkapkan kepuasan atas pelayanan terbaik dalam proses pembelian mobil VinFast VF5.	Positive
ChZDSUhNMG9nS0VJQ0FnSUN2N3AtOFdBEAE	Pelayanan terbaik dan penjelasan produk yg detail jadi yakin mau beli..	2026-08-19 15:29:09	5	Sangat Positif	True	Pelayanan & Sales	Pengetahuan Produk (Sales)	Ulasan mengapresiasi penjelasan produk secara detail yang meyakinkan keputusan pembelian.	Positive
ChZDSUhNMG9nS0VJQ0FnSUN2OWI2T1VREAE	cari mobil ev di Sgu vinfast pik lengkap, salesnya juga ramah2. semoga ada disc akhir tahun ya	2026-08-19 15:29:09	4	Positif	True	Pelayanan & Sales	Keramahan & Respon Staf	Ulasan memuji kelengkapan unit EV serta keramahan sales dan berharap mendapat diskon akhir tahun.	Positive
ChZDSUhNMG9nS0VJQ0FnSUR2akxUQWZREAE	Dealer dengan pelayanan terbaik untuk mobil listrik vin vast semuanya ramah TOP banget	2026-08-19 15:29:09	5	Sangat Positif	True	Pelayanan & Sales	Keramahan & Respon Staf	Ulasan menilai dealer VinFast memiliki pelayanan terbaik dan staf yang sangat ramah.	Positive
ChdDSUhNMG9nS0VJQ0FnSUN2cnBmd2pBRRAB	Terima kasih, Pelayanan Baik, Salesnya Ramah, semoga bisa mampir lagi ke PIK	2026-08-19 15:29:09	5	Sangat Positif	True	Pelayanan & Sales	Keramahan & Respon Staf	Ulasan berterima kasih atas pelayanan yang baik dan keramahan sales.	Positive
Ci9DQUlRQUNvZENodHljRjlvT25aZmJGQjBXak5RTkhWRFRWWTNWbkEwWWs0eVowRRAB	Gila pelayanaan nya gilaaaaaaa sangat sangat di bantuuuu, the best dealer vinfast pik...	2026-08-19 15:29:09	5	Sangat Positif	True	Pelayanan & Sales	Keramahan & Respon Staf	Ulasan merasa sangat terbantu oleh pelayanan dealer VinFast PIK yang dinilai luar biasa.	Positive
ChdDSUhNMG9nS0VJQ0FnSUN2aWF2YXRnRRAB	Harga terjangkau, kualitas bgus, dan pelayanan sampai pengiriman Unit sangat cepat dan baik.	2026-08-19 15:30:21	5	Sangat Positif	True	Pelayanan & Sales	Keramahan & Respon Staf	Pengguna memuji harga terjangkau, kualitas bagus, serta pelayanan dan pengiriman unit yang cepat dan baik.	Positive
ChZDSUhNMG9nS0VJQ0FnSUNmaWRLUmJREAE	"Sampai juga pesan mobil listrik vietnam, Vinfast VF5 di Dealer Vinfast Pantai Indah Kapuk PIK
Terima kasih pelayanan terbaik"	2026-08-19 15:30:21	5	Sangat Positif	True	Pelayanan & Sales	Keramahan & Respon Staf	Pengguna merasa senang atas pemesanan mobil listrik Vinfast VF5 dan memberikan apresiasi atas pelayanan terbaik.	Positive
ChdDSUhNMG9nS0VJQ0FnSUN2N3ZmVHp3RRAB	"Wah keren banget mobil listrik Vinfast VF3 dari vietnam
semoga lekas masuk ke indonesia
terima kasih Showroom Vinfast Pantai Indah Kapuk PIK"	2026-08-19 15:30:21	5	Sangat Positif	True	Kualitas Produk & Performa	Desain & Fitur Mobil	Pengguna sangat antusias dengan desain mobil listrik Vinfast VF3 dan berharap segera rilis di Indonesia.	Positive
ChZDSUhNMG9nS0VJQ0FnSUN2aWJLMVNBEAE	PT gallerie setia utam PIK keren sekali , garansi pelayanan 24 jam puas	2026-08-19 15:30:21	5	Sangat Positif	True	Purna Jual & Fasilitas	Klaim Garansi & Stasiun Cas (Charging)	Pengguna merasa puas dengan garansi pelayanan 24 jam dari dealer PT Gallerie Setia Utama PIK.	Positive
ChdDSUhNMG9nS0VJQ0FnSUM3MEpPN3NnRRAB	Showroom nya rapih dgn sales yg mengerti produk. Terpercaya. Bisa cek dgn Nico di sana.👍👍 …	2026-08-19 15:30:21	5	Sangat Positif	True	Pelayanan & Sales	Pengetahuan Produk (Sales)	Pengguna memuji kebersihan showroom dan pengetahuan produk dari sales bernama Nico.	Positive
ChdDSUhNMG9nS0VJQ0FnSUN2dFozSHJ3RRAB	"super  duper  bagus  banget si pelayanan yh disini
di jamin  gk nyesel deh"	2026-08-19 15:30:21	5	Sangat Positif	True	Pelayanan & Sales	Keramahan & Respon Staf	Pengguna merasa sangat puas dengan pelayanan yang diberikan dan merekomendasikan tempat tersebut.	Positive
ChdDSUhNMG9nS0VJQ0FnSUN2N3UyRjVnRRAB	servis nya bagus dealer ini, minggu kemarin saya ambil 1 unit	2026-08-19 15:30:21	5	Sangat Positif	True	Purna Jual & Fasilitas	Servis & Sparepart	Pengguna memuji servis dealer yang bagus setelah melakukan pembelian satu unit mobil.	Positive
ChZDSUhNMG9nS0VJQ0FnSUN2cnEzdGZ3EAE	Cocok banget buat keluarga,kabin nya luas,fitur keselamatan nya lengkap dan sales nya juga ramah poko nya mantap 👍🏻 …	2026-08-19 15:30:21	5	Sangat Positif	True	Kualitas Produk & Performa	Desain & Fitur Mobil	Pengguna menilai mobil sangat cocok untuk keluarga, kabin luas, fitur lengkap, dan sales ramah.	Positive
ChZDSUhNMG9nS0VJQ0FnSUN2N29lTU9nEAE	Akses mudah dan dealer bersih. Karyawan sigap.. gk.nyesel beli mobil disini. Thx vinfast PIK	2026-08-19 15:30:21	5	Sangat Positif	True	Purna Jual & Fasilitas	Kebersihan & Kenyamanan Showroom	Pengguna mengapresiasi kebersihan dealer, akses yang mudah, serta staf yang sigap.	Positive
ChdDSUhNMG9nS0VJQ0FnSURmM2FXZGlnRRAB	Pelayanan terbaik saya dapatkan di dealer ini. Thx🙏🙏 …	2026-08-19 15:30:21	5	Sangat Positif	True	Pelayanan & Sales	Keramahan & Respon Staf	Pengguna mengungkapkan telah mendapatkan pelayanan terbaik di dealer ini.	Positive
ChZDSUhNMG9nS0VJQ0FnSUN2dW9iZ0JBEAE	dealer bagus.. sales rama.. kacab nya asik bnr..	2026-08-19 15:30:21	5	Sangat Positif	True	Pelayanan & Sales	Keramahan & Respon Staf	Pengguna memuji dealer yang bagus, sales yang ramah, dan kepala cabang yang menyenangkan.	Positive
ChZDSUhNMG9nS0VJQ0FnSUR2cl92UFZREAE	Good Service, yang mau cari mobil listrik bisa datang ke Vinfast PIK	2026-08-19 15:30:21	5	Sangat Positif	True	Pelayanan & Sales	Keramahan & Respon Staf	Pengguna memuji pelayanan dealer dan merekomendasikan Vinfast PIK untuk pencari mobil listrik.	Positive
ChdDSUhNMG9nS0VJQ0FnSURmblpLT3dRRRAB	Salesnya sangat baik dalam produk dan sangat membantu dalam proses mobil barunya	2026-08-19 15:30:21	5	Sangat Positif	True	Pelayanan & Sales	Pengetahuan Produk (Sales)	Pengguna memuji sales yang menguasai produk dan sangat membantu proses pembelian mobil baru.	Positive
ChdDSUhNMG9nS0VJQ0FnSURmblpuZDZnRRAB	Pelayanan Ramah, Dealer nyaman.. Sukses terus untuk Vinfast Pik	2026-08-19 15:30:21	5	Sangat Positif	True	Pelayanan & Sales	Keramahan & Respon Staf	Pengguna mengapresiasi pelayanan ramah serta dealer yang nyaman.	Positive
ChZDSUhNMG9nS0VJQ0FnSUN2N3ZpSmNBEAE	Sangat Memuaskan mobil dan pelayanan nya, terimakasih	2026-08-19 15:30:21	5	Sangat Positif	True	Pelayanan & Sales	Keramahan & Respon Staf	Pengguna merasa sangat puas dengan kualitas mobil dan pelayanan yang didapatkan.	Positive
ChdDSUhNMG9nS0VJQ0FnSUR2Z05qTGdRRRAB	Dealer Vinfast di PIK sangat nyaman, Bersih serta dari segi pelayanan sangat memuaskan	2026-08-19 15:30:21	5	Sangat Positif	True	Purna Jual & Fasilitas	Kebersihan & Kenyamanan Showroom	Pengguna memuji dealer Vinfast di PIK yang sangat nyaman, bersih, dan melayani dengan memuaskan.	Positive
ChdDSUhNMG9nS0VJQ0FnSUN2bnRLT3VnRRAB	pelayanannya bagus orangnya ramah banget berkesan baik banget	2026-08-19 15:30:21	5	Sangat Positif	True	Pelayanan & Sales	Keramahan & Respon Staf	Pengguna memberikan kesan positif terhadap staf yang sangat ramah dan pelayanannya yang bagus.	Positive
ChZDSUhNMG9nS0VJQ0FnSUN2M3VfRWRBEAE	dealer nya sangat bagus, dan untuk after sales nya sangat rekomendasi	2026-08-19 15:30:21	5	Sangat Positif	True	Purna Jual & Fasilitas	Servis & Sparepart	Pengguna menilai dealer sangat bagus dan layanan purna jualnya sangat direkomendasikan.	Positive
ChdDSUhNMG9nS0VJQ0FnSUNmeEtfYXZBRRAB	keren banget Mobil listrik vinfast vf3,semoga lekas masuk ke indonesia, terima kasih Vinfast pantai indah kapuk PIK Jakarta Utara	2026-08-19 15:30:21	5	Sangat Positif	True	Kualitas Produk & Performa	Desain & Fitur Mobil	Pengguna memuji mobil listrik Vinfast VF3 dan berharap model tersebut segera dipasarkan di Indonesia.	Positive
ChdDSUhNMG9nS0VJQ0FnSUN2X3BMa3JBRRAB	Pelayanan nya sangat fast respon dan memuaskan!	2026-08-19 15:30:21	5	Sangat Positif	True	Pelayanan & Sales	Keramahan & Respon Staf	Pengguna merasa puas dengan respon pelayanan yang sangat cepat dan memuaskan.	Positive
ChdDSUhNMG9nS0VJQ0FnSUN2OWY3UHRRRRAB	Bersih , nyaman, sales nya ramah2 . Top d vinfast pik	2026-08-19 15:30:57	5	Sangat Positif	True	Purna Jual & Fasilitas	Kebersihan & Kenyamanan Showroom	Ulasan memuji kebersihan, kenyamanan showroom, serta keramahan sales.	Positive
ChdDSUhNMG9nS0VJQ0FnSUN2dnN5WjNnRRAB	Sangat ramah sales nya dan suasana kantor nyaman	2026-08-19 15:30:57	5	Sangat Positif	True	Pelayanan & Sales	Keramahan & Respon Staf	Ulasan mengapresiasi sales yang ramah dan suasana kantor yang nyaman.	Positive
ChdDSUhNMG9nS0VJQ0FnSUN2cnJxV2xnRRAB	Salesnya rama2 dan dealernya Bersih dan Rapi...	2026-08-19 15:30:57	5	Sangat Positif	True	Pelayanan & Sales	Keramahan & Respon Staf	Ulasan memuji sales ramah serta dealer yang bersih dan rapi.	Positive
ChZDSUhNMG9nS0VJQ0FnSUN2bnJMakh3EAE	pelayanan nya sangat bagus dan sangat nyaman sekali	2026-08-19 15:30:57	5	Sangat Positif	True	Pelayanan & Sales	Keramahan & Respon Staf	Ulasan menyatakan pelayanan sangat bagus dan sangat nyaman.	Positive
ChdDSUhNMG9nS0VJQ0FnSUNmaE5QZ3hnRRAB	wah pengalaman berbeda untuk mengendarai. mantaps dah..	2026-08-19 15:30:57	5	Sangat Positif	True	Pelayanan & Sales	Layanan Test Drive	Ulasan positif mengenai pengalaman berkendara yang berbeda dan mantap.	Positive
ChdDSUhNMG9nS0VJQ0FnSUN2N3V6bzZ3RRAB	Dealernya & pelayanan salesnya Bagus & ramah.tks Vinfast PIK	2026-08-19 15:30:57	5	Sangat Positif	True	Pelayanan & Sales	Keramahan & Respon Staf	Ulasan memuji dealer dan pelayanan sales VinFast PIK yang bagus dan ramah.	Positive
ChdDSUhNMG9nS0VJQ0FnSUN2N3YzLTVnRRAB	Pelayanannya Bagus... staff nya ramah2	2026-08-19 15:30:57	5	Sangat Positif	True	Pelayanan & Sales	Keramahan & Respon Staf	Ulasan memuji pelayanan yang bagus dan staf yang ramah.	Positive
ChdDSUhNMG9nS0VJQ0FnSUN2NmZuLW5BRRAB	Best service... Mau cari vinfast.. vinfast pik aja...	2026-08-19 15:30:57	5	Sangat Positif	True	Pelayanan & Sales	Keramahan & Respon Staf	Ulasan memberikan pujian atas pelayanan terbaik di VinFast PIK.	Positive
ChdDSUhNMG9nS0VJQ0FnSUNmbnBEMzJBRRAB	Showroom nyaman dan pelayanannya terbaik	2026-08-19 15:30:57	5	Sangat Positif	True	Purna Jual & Fasilitas	Kebersihan & Kenyamanan Showroom	Ulasan mengapresiasi kenyamanan showroom dan pelayanan terbaik.	Positive
ChdDSUhNMG9nS0VJQ0FnSUN2N3BfSGtRRRAB	Tempat keren, cozy, marketernya ramah ramah👌 …	2026-08-19 15:30:57	5	Sangat Positif	True	Pelayanan & Sales	Keramahan & Respon Staf	Ulasan memuji tempat yang keren dan nyaman serta marketer yang ramah.	Positive
ChZDSUhNMG9nS0VJQ0FnSURmblpXdVZREAE	Mobil bagus dilayani dengan ramah dan baik.	2026-08-19 15:30:57	5	Sangat Positif	True	Pelayanan & Sales	Keramahan & Respon Staf	Ulasan memuji mobil yang bagus dan pelayanan yang ramah serta baik.	Positive
ChdDSUhNMG9nS0VJQ0FnSUN2N3E3VXZnRRAB	Pelayanan nya ga kaleng kaleng top markotop 😍 …	2026-08-19 15:30:57	5	Sangat Positif	True	Pelayanan & Sales	Keramahan & Respon Staf	Ulasan memuji pelayanan dealer yang sangat berkualitas dan memuaskan.	Positive
ChdDSUhNMG9nS0VJQ0FnSUN2N3FQXzNBRRAB	Tempatnya nyaman ,staf2 nya ramah dan helpfull	2026-08-19 15:30:57	5	Sangat Positif	True	Pelayanan & Sales	Keramahan & Respon Staf	Ulasan memuji tempat yang nyaman serta staf yang ramah dan membantu.	Positive
Ci9DQUlRQUNvZENodHljRjlvT2sxclNGUlBOMDB6YTBoSmQxbFVSMnRvVkdWNU4yYxAB	Dealer vinfast terbaik dijakarta utara	2026-08-19 15:30:57	5	Sangat Positif	True	Purna Jual & Fasilitas	Kebersihan & Kenyamanan Showroom	Ulasan menganggap dealer VinFast tersebut merupakan yang terbaik di Jakarta Utara.	Positive
ChdDSUhNMG9nS0VJQ0FnSUN2bVlXazlRRRAB	Terima kasih Mas Fandy atas informasi dan pelayanan nya	2026-08-19 15:30:57	5	Sangat Positif	True	Pelayanan & Sales	Keramahan & Respon Staf	Ulasan menyampaikan terima kasih atas informasi dan pelayanan staf.	Positive
ChdDSUhNMG9nS0VJQ0FnSURmb3YtOXhRRRAB	Bagus tempatnya view nya pas pemandangan laut	2026-08-19 15:30:57	5	Sangat Positif	True	Purna Jual & Fasilitas	Kebersihan & Kenyamanan Showroom	Ulasan memuji keindahan tempat dealer dengan pemandangan laut.	Positive
ChZDSUhNMG9nS0VJQ0FnSUN2cHFYVER3EAE	Pelayanannya oke bnget.. mantapp..	2026-08-19 15:30:57	5	Sangat Positif	True	Pelayanan & Sales	Keramahan & Respon Staf	Ulasan memberikan kepuasan tinggi terhadap pelayanan yang mantap.	Positive
ChdDSUhNMG9nS0VJQ0FnSUN2dGV2SDhRRRAB	"Dealer terbaik🙏🏻🙏🏻🙏🏻
Dgn Pak Danil …"	2026-08-19 15:30:57	5	Sangat Positif	True	Pelayanan & Sales	Keramahan & Respon Staf	Ulasan mengapresiasi dealer terbaik dan pelayanan dari Pak Danil.	Positive
ChdDSUhNMG9nS0VJQ0FnSUN2cm8ybXl3RRAB	"pelayanan bintang 5, mobilnya cakep"""	2026-08-19 15:30:57	5	Sangat Positif	True	Pelayanan & Sales	Keramahan & Respon Staf	Ulasan memberikan rating pelayanan bintang lima dan memuji tampilan mobil.	Positive
ChdDSUhNMG9nS0VJQ0FnSURmNy1TeDdnRRAB	Dealernya keren mobil2 nya juga keren👍👍👍 …	2026-08-19 15:30:57	5	Sangat Positif	True	Kualitas Produk & Performa	Desain & Fitur Mobil	Ulasan memuji dealer dan kualitas mobil yang keren.	Positive
ChdDSUhNMG9nS0VJQ0FnSUN2aWM3VjhnRRAB	Vinfast PIK emang keren,, top banget lah	2026-08-19 15:31:44	5	Sangat Positif	True	Purna Jual & Fasilitas	Kebersihan & Kenyamanan Showroom	Pujian sangat positif terhadap kebenaran dan kenyamanan VinFast PIK.	Positive
ChdDSUhNMG9nS0VJQ0FnSURmckxLN2l3RRAB	Keren banget servis.. suskes selalu	2026-08-19 15:31:44	5	Sangat Positif	True	Purna Jual & Fasilitas	Servis & Sparepart	Apresiasi dan doa sukses atas layanan servis yang sangat keren.	Positive
ChdDSUhNMG9nS0VJQ0FnSURfeWJmSzNnRRAB	Marketing ramah, bisa dibantu sampai approve,	2026-08-19 15:31:44	5	Sangat Positif	True	Pelayanan & Sales	Keramahan & Respon Staf	Pujian atas keramahan tim marketing yang membantu hingga permohonan disetujui.	Positive
ChZDSUhNMG9nS0VJQ0FnSURfaUpuTU13EAE	Mantap pelayanannya	2026-08-19 15:31:44	4	Positif	True	Pelayanan & Sales	Keramahan & Respon Staf	Pujian bahwa pelayanan yang diberikan mantap.	Positive
ChZDSUhNMG9nS0VJQ0FnSUN2dXFHQUlnEAE	beli sama fandy, bonusnya banyak ♥️♥️	2026-08-19 15:31:44	5	Sangat Positif	True	Harga & Bisnis Perusahaan	Harga Mobil & Promo	Kepuasan pembeli atas banyaknya bonus promo yang didapatkan dari sales.	Positive
ChZDSUhNMG9nS0VJQ0FnSURmcXZ5LWR3EAE	Luar biasa mantap , Good produk	2026-08-19 15:31:44	5	Sangat Positif	True	Kualitas Produk & Performa	Kelayakan Produk (Pabrik)	Pujian sangat baik terhadap kualitas dan performa produk.	Positive
ChZDSUhNMG9nS0VJQ0FnSUR2OUt5V2ZREAE	Pelayanan terbaik	2026-08-19 15:31:44	5	Sangat Positif	True	Pelayanan & Sales	Keramahan & Respon Staf	Menganggap pelayanan staf merupakan yang terbaik.	Positive
ChZDSUhNMG9nS0VJQ0FnSUNmcE5lSmZ3EAE	Showroom yg keren !	2026-08-19 15:31:44	4	Positif	True	Purna Jual & Fasilitas	Kebersihan & Kenyamanan Showroom	Pujian terhadap fasilitas showroom yang keren.	Positive
ChdDSUhNMG9nS0VJQ0FnSUN2dnNiRDh3RRAB	Top dah pelayanan nya...	2026-08-19 15:31:44	4	Positif	True	Pelayanan & Sales	Keramahan & Respon Staf	Pujian positif mengenai pelayanan sales/dealer.	Positive
ChZDSUhNMG9nS0VJQ0FnSUN2OVk3ZENBEAE	Top pelayanan nya	2026-08-19 15:31:44	4	Positif	True	Pelayanan & Sales	Keramahan & Respon Staf	Ulasan singkat memuji pelayanan yang top.	Positive
ChZDSUhNMG9nS0VJQ0FnSUR2OUt6UVBBEAE	Layanan terbaik. best pokok.	2026-08-19 15:31:44	5	Sangat Positif	True	Pelayanan & Sales	Keramahan & Respon Staf	Menyatakan bahwa layanan yang diberikan adalah yang terbaik.	Positive
ChZDSUhNMG9nS0VJQ0FnSUNmN3NPNVh3EAE	Ok dealer nyaman	2026-08-19 15:31:44	4	Positif	True	Purna Jual & Fasilitas	Kebersihan & Kenyamanan Showroom	Dealer dinilai nyaman dan oke oleh konsumen.	Positive
ChdDSUhNMG9nS0VJQ0FnSUN2dnRTU2dBRRAB	Pelayanan sangat memuaskan	2026-08-19 15:31:44	5	Sangat Positif	True	Pelayanan & Sales	Keramahan & Respon Staf	Menunjukkan kepuasan yang sangat tinggi terhadap pelayanan.	Positive
ChZDSUhNMG9nS0VJQ0FnSUN2cnFMNkRnEAE	Pelayanan nya sangan bagus	2026-08-19 15:31:44	4	Positif	True	Pelayanan & Sales	Keramahan & Respon Staf	Memuji pelayanan yang sangat bagus.	Positive
ChZDSUhNMG9nS0VJQ0FnSUN2bnBLcFdnEAE	pelayanan bagus	2026-08-19 15:31:44	4	Positif	True	Pelayanan & Sales	Keramahan & Respon Staf	Ulasan positif mengenai pelayanan yang bagus.	Positive
ChdDSUhNMG9nS0VJQ0FnSUNmM3JpdjJBRRAB	Pelayanan ramah	2026-08-19 15:31:44	4	Positif	True	Pelayanan & Sales	Keramahan & Respon Staf	Apresiasi terhadap keramahan staf pelayanan.	Positive
ChZDSUhNMG9nS0VJQ0FnSUR2NzRyQ1NnEAE	Pelayanan nya terbaiikkk 👍 …	2026-08-19 15:31:44	5	Sangat Positif	True	Pelayanan & Sales	Keramahan & Respon Staf	Pujian sangat positif terhadap pelayanan terbaik disertai simbol apresiasi.	Positive
ChZDSUhNMG9nS0VJQ0FnSUN2X295SERBEAE	mobil Vinfast dapat diandalkan & layak untuk dimiliki	2026-08-19 15:31:44	5	Sangat Positif	True	Kualitas Produk & Performa	Kelayakan Produk (Pabrik)	Testimoni positif terhadap keandalan dan kelayakan mobil VinFast.	Positive
ChZDSUhNMG9nS0VJQ0FnSUNfNHJDbVBREAE	Lokasi bagus , tempat oke	2026-08-19 15:31:44	4	Positif	True	Purna Jual & Fasilitas	Kebersihan & Kenyamanan Showroom	Penilaian positif terhadap lokasi dan tempat dealer.	Positive
ChdDSUhNMG9nS0VJQ0FnSUN2aWNiVmlnRRAB	Pelaynan cepat servis baguss	2026-08-19 15:31:44	5	Sangat Positif	True	Purna Jual & Fasilitas	Servis & Sparepart	Pujian terhadap pelayanan servis yang cepat dan bagus.	Positive
ChdDSUhNMG9nS0VJQ0FnSUN2N3VISDFnRRAB	Kerenn bangett top markotop	2026-08-19 15:32:09	5	Sangat Positif	True	Kualitas Produk & Performa	Desain & Fitur Mobil	Pujian umum yang sangat positif terhadap produk dan pengalaman.	Positive
ChdDSUhNMG9nS0VJQ0FnSUN2em9HY3F3RRAB	Salesnya baik dan ramah	2026-08-19 15:32:09	5	Sangat Positif	True	Pelayanan & Sales	Keramahan & Respon Staf	Memuji tim sales yang baik dan ramah.	Positive
ChdDSUhNMG9nS0VJQ0FnSUR2dk5hcWdnRRAB	Pelayanan yang sangat baikkkk	2026-08-19 15:32:09	5	Sangat Positif	True	Pelayanan & Sales	Keramahan & Respon Staf	Memuji kualitas pelayanan dealer yang sangat baik.	Positive
ChZDSUhNMG9nS0VJQ0FnSUN2eWN2bWR3EAE	Vinfast PIK oke banget pelayanan nya	2026-08-19 15:32:09	5	Sangat Positif	True	Pelayanan & Sales	Keramahan & Respon Staf	Pujian khusus untuk pelayanan dealer VinFast PIK.	Positive
ChdDSUhNMG9nS0VJQ0FnSUN2aWRQLXhRRRAB	Mantap Bro Fandy	2026-08-19 15:32:09	5	Sangat Positif	True	Pelayanan & Sales	Keramahan & Respon Staf	Pujian pribadi dan sangat positif untuk staf bernama Fandy.	Positive
ChdDSUhNMG9nS0VJQ0FnSUN2N3RucXRRRRAB	Keren sekali 😍 …	2026-08-19 15:32:09	5	Sangat Positif	True	Purna Jual & Fasilitas	Kebersihan & Kenyamanan Showroom	Pujian sangat positif untuk showroom/pengalaman.	Positive
ChdDSUhNMG9nS0VJQ0FnSUR2Z05yVHVnRRAB	pelayanan ramah	2026-08-19 15:32:09	4	Positif	True	Pelayanan & Sales	Keramahan & Respon Staf	Menilai pelayanan staf ramah.	Positive
ChZDSUhNMG9nS0VJQ0FnSUNmN3JYdUhnEAE	Dealer VinFast terpercaya 👍👍👍 …	2026-08-19 15:32:09	5	Sangat Positif	True	Harga & Bisnis Perusahaan	Perizinan & Keberadaan Pabrik/Perusahaan	Menyatakan kepercayaan tinggi terhadap Dealer VinFast.	Positive
ChZDSUhNMG9nS0VJQ0FnSUN2aVl2LWVREAE	Sangat membantu mantap	2026-08-19 15:32:09	5	Sangat Positif	True	Pelayanan & Sales	Keramahan & Respon Staf	Pujian terhadap pelayanan yang sangat membantu.	Positive
ChdDSUhNMG9nS0VJQ0FnSURmbmY2TThRRRAB	Terbaik	2026-08-19 15:32:09	5	Sangat Positif	True	Kualitas Produk & Performa	Desain & Fitur Mobil	Pujian singkat menyatakan produk/layanan terbaik.	Positive
ChZDSUhNMG9nS0VJQ0FnSUN2N3Uza0t3EAE	Semuaaa ok banget...	2026-08-19 15:32:09	5	Sangat Positif	True	Pelayanan & Sales	Keramahan & Respon Staf	Pujian menyeluruh bahwa semua aspek sangat bagus.	Positive
ChdDSUhNMG9nS0VJQ0FnSURfZ2NTMzNRRRAB	Keren tempat terjangkau	2026-08-19 15:32:09	4	Positif	True	Purna Jual & Fasilitas	Kebersihan & Kenyamanan Showroom	Menyukai lokasi showroom yang keren dan mudah dijangkau.	Positive
ChdDSUhNMG9nS0VJQ0FnSUR2ejkzdjVBRRAB	Terbaik dan terpercaya	2026-08-19 15:32:09	5	Sangat Positif	True	Harga & Bisnis Perusahaan	Perizinan & Keberadaan Pabrik/Perusahaan	Ungkapan kepercayaan penuh terhadap entitas bisnis/dealer.	Positive
ChdDSUhNMG9nS0VJQ0FnSUNfcktyRmlBRRAB	Bagus banget 🤙🏻 …	2026-08-19 15:32:09	5	Sangat Positif	True	Kualitas Produk & Performa	Desain & Fitur Mobil	Pujian sangat positif disertai emoji.	Positive
ChdDSUhNMG9nS0VJQ0FnSURmM1lma3hBRRAB	Ramah	2026-08-19 15:32:09	4	Positif	True	Pelayanan & Sales	Keramahan & Respon Staf	Komentar positif singkat mengenai staf yang ramah.	Positive
ChdDSUhNMG9nS0VJQ0FnSURmNzlyMzl3RRAB	Bagus	2026-08-19 15:32:09	4	Positif	True	Kualitas Produk & Performa	Desain & Fitur Mobil	Komentar singkat positif tentang kualitas produk.	Positive
ChZDSUhNMG9nS0VJQ0FnSUN2OVo3SlZ3EAE	Mantapp	2026-08-19 15:32:09	4	Positif	True	Kualitas Produk & Performa	Desain & Fitur Mobil	Pujian singkat yang menyatakan kepuasan.	Positive
ChZDSUhNMG9nS0VJQ0FnSUNmN29lMUJ3EAE	Keren	2026-08-19 15:32:09	4	Positif	True	Kualitas Produk & Performa	Desain & Fitur Mobil	Komentar positif singkat menyukai produk/fasilitas.	Positive
ChZDSUhNMG9nS0VJQ0FnSUNmM3ZUa0VBEAE	Mantappp👍👍👍 …	2026-08-19 15:32:09	5	Sangat Positif	True	Kualitas Produk & Performa	Desain & Fitur Mobil	Pujian sangat positif dengan simbol emoji acungan jempol.	Positive
